ID,Overall,Attack,Midfield,Defence,Transfer budget,Club worth,Speed,Dribbling,Passing,Positioning,Crossing,Shooting,Aggression,Pressure,Team width,Defender line,Domestic prestige,International prestige,Players,Starting XI average age,Whole team average age,date
169,75,74,75,74,€0,€129M,Slow,Little,Safe,Organised,Little,Little,Contain,Deep,Narrow,Cover,4,2,32,25.55,24.75,2024-03-06
231,74,73,75,71,€0,€184M,Slow,Little,Safe,Organised,Little,Little,Contain,Deep,Narrow,Cover,10,5,27,22.91,23.63,2024-03-06
244,70,69,70,70,€0,€7M,Slow,Little,Safe,Organised,Little,Little,Contain,Deep,Narrow,Cover,7,2,30,24.73,25.03,2024-03-06
467,71,70,72,71,€0,€29M,Slow,Little,Safe,Organised,Little,Little,Contain,Deep,Narrow,Cover,8,1,30,26.91,26.3,2024-03-06
485,70,70,69,71,€0,€90.1M,Slow,Little,Safe,Organised,Little,Little,Contain,Deep,Narrow,Cover,7,1,28,26.18,24.21,2024-03-06
819,72,72,72,71,€0,€70.3M,Slow,Little,Safe,Organised,Little,Little,Contain,Deep,Narrow,Cover,10,4,28,26.73,25.21,2024-03-06
1787,67,67,68,66,€0,€10.8M,Slow,Little,Safe,Organised,Little,Little,Contain,Deep,Narrow,Cover,2,2,27,25.55,24.56,2024-03-06
1788,68,68,68,69,€0,€12.6M,Slow,Little,Safe,Organised,Little,Little,Contain,Deep,Narrow,Cover,6,1,27,24.09,21.81,2024-03-06
1801,70,70,71,69,€0,€20M,Slow,Little,Safe,Organised,Little,Little,Contain,Deep,Narrow,Cover,5,1,29,26.91,24.97,2024-03-06
1861,75,75,75,72,€0,€47M,Slow,Little,Safe,Organised,Little,Little,Contain,Deep,Narrow,Cover,2,1,29,25.36,24.93,2024-03-06
1939,67,69,67,67,€0,€43M,Slow,Little,Safe,Organised,Little,Little,Contain,Deep,Narrow,Cover,3,1,30,24.91,24.63,2024-03-06
1943,76,79,75,74,€0,€215.5M,Slow,Little,Safe,Organised,Little,Little,Contain,Deep,Narrow,Cover,2,1,31,25.45,24.0,2024-03-06
1960,69,69,70,68,€0,€98.5M,Slow,Little,Safe,Organised,Little,Little,Contain,Deep,Narrow,Cover,7,1,30,24.91,23.57,2024-03-06
2014,72,72,70,72,€0,€55M,Slow,Little,Safe,Organised,Little,Little,Contain,Deep,Narrow,Cover,8,2,27,25.45,24.37,2024-03-06
10029,76,76,77,75,€0,€331.1M,Slow,Little,Safe,Organised,Little,Little,Contain,Deep,Narrow,Cover,5,4,28,27.73,24.71,2024-03-06
110556,74,77,74,72,€0,€75M,Slow,Little,Safe,Organised,Little,Little,Contain,Deep,Narrow,Cover,2,2,26,26.45,25.85,2024-03-06
110738,68,69,68,68,€0,€36M,Slow,Little,Safe,Organised,Little,Little,Contain,Deep,Narrow,Cover,7,1,28,27.18,26.32,2024-03-06
111235,72,74,72,72,€0,€34.4M,Slow,Little,Safe,Organised,Little,Little,Contain,Deep,Narrow,Cover,1,1,28,25.36,25.29,2024-03-06
59,68,68,69,69,€0,€70M,Slow,Little,Safe,Organised,Little,Little,Contain,Deep,Narrow,Cover,9,1,28,26.0,22.61,2024-03-06
91,67,68,67,66,€0,€10M,Slow,Little,Safe,Organised,Little,Little,Contain,Deep,Narrow,Cover,10,1,28,27.64,27.07,2024-03-06
106,69,70,67,70,€0,€19.5M,Slow,Little,Safe,Organised,Little,Little,Contain,Deep,Narrow,Cover,5,2,30,22.27,21.93,2024-03-06
143,64,64,64,63,€0,€3.2M,Slow,Little,Safe,Organised,Little,Little,Contain,Deep,Narrow,Cover,3,1,28,25.45,24.57,2024-03-06
210,68,70,67,68,€0,€34M,Slow,Little,Safe,Organised,Little,Little,Contain,Deep,Narrow,Cover,6,1,24,27.0,25.33,2024-03-06
347,72,72,70,73,€0,€55M,Slow,Little,Safe,Organised,Little,Little,Contain,Deep,Narrow,Cover,2,1,28,24.09,23.21,2024-03-06
453,76,77,76,76,€0,€8M,Slow,Little,Safe,Organised,Little,Little,Contain,Deep,Narrow,Cover,3,1,28,27.55,26.68,2024-03-06
573,67,70,67,66,€0,€95M,Slow,Little,Safe,Organised,Little,Little,Contain,Deep,Narrow,Cover,8,1,30,27.91,26.17,2024-03-06
576,69,68,71,67,€0,€16.9M,Slow,Little,Safe,Organised,Little,Little,Contain,Deep,Narrow,Cover,6,1,30,24.64,24.63,2024-03-06
674,72,71,72,72,€0,€147M,Slow,Little,Safe,Organised,Little,Little,Contain,Deep,Narrow,Cover,9,5,28,27.27,25.07,2024-03-06
1343,82,82,82,82,€0,€0,Slow,Little,Safe,Organised,Little,Little,Contain,Deep,Narrow,Cover,10,9,26,28.18,27.04,2024-03-06
1798,63,63,64,62,€0,€2.9M,Slow,Little,Safe,Organised,Little,Little,Contain,Deep,Narrow,Cover,9,1,23,23.36,24.17,2024-03-06
1800,71,71,71,71,€0,€16.5M,Slow,Little,Safe,Organised,Little,Little,Contain,Deep,Narrow,Cover,6,1,30,25.18,23.63,2024-03-06
1809,73,74,72,73,€0,€98M,Slow,Little,Safe,Organised,Little,Little,Contain,Deep,Narrow,Cover,3,1,30,22.91,22.2,2024-03-06
1831,76,75,75,76,€0,€135M,Slow,Little,Safe,Organised,Little,Little,Contain,Deep,Narrow,Cover,5,4,27,28.18,26.0,2024-03-06
1903,70,72,69,69,€0,€60.8M,Slow,Little,Safe,Organised,Little,Little,Contain,Deep,Narrow,Cover,6,2,30,25.73,23.13,2024-03-06
110373,74,72,73,72,€0,€70M,Slow,Little,Safe,Organised,Little,Little,Contain,Deep,Narrow,Cover,3,1,31,27.09,25.84,2024-03-06
110396,70,68,69,69,€0,€24M,Slow,Little,Safe,Organised,Little,Little,Contain,Deep,Narrow,Cover,7,4,28,26.73,24.25,2024-03-06
112139,75,86,75,73,€0,€295.8M,Slow,Little,Safe,Organised,Little,Little,Contain,Deep,Narrow,Cover,9,6,30,28.73,26.23,2024-03-06
112259,61,60,62,60,€0,€2.5M,Slow,Little,Safe,Organised,Little,Little,Contain,Deep,Narrow,Cover,5,1,28,24.55,24.61,2024-03-06
112540,68,71,68,67,€0,€22.9M,Slow,Little,Safe,Organised,Little,Little,Contain,Deep,Narrow,Cover,9,5,28,30.0,27.96,2024-03-06
112893,75,78,73,73,€0,€330M,Slow,Little,Safe,Organised,Little,Little,Contain,Deep,Narrow,Cover,4,2,30,28.64,24.2,2024-03-06
1790,67,69,66,66,€0,€4.5M,Slow,Little,Safe,Organised,Little,Little,Contain,Deep,Narrow,Cover,9,1,28,26.27,24.57,2024-03-06
1837,70,72,68,67,€0,€80M,Slow,Little,Safe,Organised,Little,Little,Contain,Deep,Narrow,Cover,9,3,30,24.09,24.1,2024-03-06
1860,76,75,76,76,€0,€45M,Slow,Little,Safe,Organised,Little,Little,Contain,Deep,Narrow,Cover,5,4,33,26.09,23.39,2024-03-06
1879,74,74,73,73,€23.2M,€200M,Slow,Little,Safe,Organised,Little,Little,Contain,Deep,Narrow,Cover,10,9,26,26.36,25.31,2024-03-06
1929,68,69,68,67,€0,€4.4M,Slow,Little,Safe,Organised,Little,Little,Contain,Deep,Narrow,Cover,1,1,26,24.64,23.15,2024-03-06
1931,64,64,64,63,€0,€2.8M,Slow,Little,Safe,Organised,Little,Little,Contain,Deep,Narrow,Cover,10,1,28,27.64,25.64,2024-03-06
1971,66,67,66,66,€0,€11.9M,Slow,Little,Safe,Organised,Little,Little,Contain,Deep,Narrow,Cover,1,1,28,22.55,22.11,2024-03-06
100409,74,76,74,75,€0,€145.3M,Slow,Little,Safe,Organised,Little,Little,Contain,Deep,Narrow,Cover,4,3,28,25.27,24.5,2024-03-06
101016,71,72,69,72,€0,€34M,Slow,Little,Safe,Organised,Little,Little,Contain,Deep,Narrow,Cover,2,1,26,26.73,25.35,2024-03-06
101059,72,72,72,72,€0,€160M,Slow,Little,Safe,Organised,Little,Little,Contain,Deep,Narrow,Cover,10,7,28,22.82,23.32,2024-03-06
110313,61,57,61,60,€0,€3.3M,Slow,Little,Safe,Organised,Little,Little,Contain,Deep,Narrow,Cover,4,1,28,22.91,23.04,2024-03-06
110502,71,70,71,70,€0,€50M,Slow,Little,Safe,Organised,Little,Little,Contain,Deep,Narrow,Cover,1,1,32,26.27,25.53,2024-03-06
110827,71,68,71,70,€0,€3.9M,Slow,Little,Safe,Organised,Little,Little,Contain,Deep,Narrow,Cover,6,1,30,26.73,25.2,2024-03-06
111326,67,69,66,65,€0,€25.2M,Slow,Little,Safe,Organised,Little,Little,Contain,Deep,Narrow,Cover,8,2,25,22.18,22.52,2024-03-06
111434,71,72,71,69,€0,€50M,Slow,Little,Safe,Organised,Little,Little,Contain,Deep,Narrow,Cover,8,1,28,27.36,26.86,2024-03-06
111724,68,76,67,67,€0,€10.5M,Slow,Little,Safe,Organised,Little,Little,Contain,Deep,Narrow,Cover,9,3,28,29.0,28.36,2024-03-06
112513,70,74,70,69,€0,€5.7M,Slow,Little,Safe,Organised,Little,Little,Contain,Deep,Narrow,Cover,2,1,27,25.45,25.15,2024-03-06
112996,71,72,73,70,€0,€427.5M,Slow,Little,Safe,Organised,Little,Little,Contain,Deep,Narrow,Cover,8,5,24,27.82,24.71,2024-03-06
57,69,68,69,70,€0,€60M,Slow,Little,Safe,Organised,Little,Little,Contain,Deep,Narrow,Cover,10,1,24,25.82,24.5,2024-03-06
71,73,73,72,73,€0,€150M,Slow,Little,Safe,Organised,Little,Little,Contain,Deep,Narrow,Cover,4,2,27,27.0,25.3,2024-03-06
77,68,70,69,67,€0,€8.5M,Slow,Little,Safe,Organised,Little,Little,Contain,Deep,Narrow,Cover,8,3,23,26.64,25.17,2024-03-06
80,70,72,69,69,€0,€8.2M,Slow,Little,Safe,Organised,Little,Little,Contain,Deep,Narrow,Cover,8,4,27,25.09,25.04,2024-03-06
92,61,60,62,62,€0,€2.2M,Slow,Little,Safe,Organised,Little,Little,Contain,Deep,Narrow,Cover,6,1,27,26.18,24.33,2024-03-06
109,72,70,72,71,€0,€141M,Slow,Little,Safe,Organised,Little,Little,Contain,Deep,Narrow,Cover,7,1,30,27.73,26.23,2024-03-06
121,62,62,60,62,€0,€2M,Slow,Little,Safe,Organised,Little,Little,Contain,Deep,Narrow,Cover,4,1,28,24.0,21.89,2024-03-06
149,64,64,64,65,€0,€3.9M,Slow,Little,Safe,Organised,Little,Little,Contain,Deep,Narrow,Cover,6,1,24,22.27,22.83,2024-03-06
159,64,65,64,63,€0,€16M,Slow,Little,Safe,Organised,Little,Little,Contain,Deep,Narrow,Cover,10,1,28,24.91,22.71,2024-03-06
211,71,71,70,70,€0,€98M,Slow,Little,Safe,Organised,Little,Little,Contain,Deep,Narrow,Cover,10,5,28,25.0,25.54,2024-03-06
260,70,71,70,69,€0,€7M,Slow,Little,Safe,Organised,Little,Little,Contain,Deep,Narrow,Cover,8,1,30,27.55,26.3,2024-03-06
263,71,76,70,70,€0,€45M,Slow,Little,Safe,Organised,Little,Little,Contain,Deep,Narrow,Cover,9,3,28,24.0,26.25,2024-03-06
294,68,69,68,67,€0,€65M,Slow,Little,Safe,Organised,Little,Little,Contain,Deep,Narrow,Cover,8,1,29,25.36,23.72,2024-03-06
378,75,75,74,76,€0,€92M,Slow,Little,Safe,Organised,Little,Little,Contain,Deep,Narrow,Cover,2,1,24,26.55,25.17,2024-03-06
479,76,77,76,75,€0,€15M,Slow,Little,Safe,Organised,Little,Little,Contain,Deep,Narrow,Cover,5,1,33,27.64,24.82,2024-03-06
503,66,66,66,65,€0,€10.3M,Slow,Little,Safe,Organised,Little,Little,Contain,Deep,Narrow,Cover,9,1,28,25.09,24.29,2024-03-06
980,67,66,67,65,€0,€12.1M,Slow,Little,Safe,Organised,Little,Little,Contain,Deep,Narrow,Cover,6,2,28,26.09,26.5,2024-03-06
1035,75,77,75,76,€0,€100M,Slow,Little,Safe,Organised,Little,Little,Contain,Deep,Narrow,Cover,7,7,20,29.18,29.0,2024-03-06
1043,76,77,76,75,€0,€364.6M,Slow,Little,Safe,Organised,Little,Little,Contain,Deep,Narrow,Cover,10,7,20,28.82,29.0,2024-03-06
1363,77,82,76,74,€0,€0,Slow,Little,Safe,Organised,Little,Little,Contain,Deep,Narrow,Cover,10,5,26,26.64,26.85,2024-03-06
1369,83,85,83,82,€0,€0,Slow,Little,Safe,Organised,Little,Little,Contain,Deep,Narrow,Cover,10,9,26,28.64,27.96,2024-03-06
1370,80,81,80,80,€0,€0,Slow,Little,Safe,Organised,Little,Little,Contain,Deep,Narrow,Cover,10,10,23,26.36,26.17,2024-03-06
1530,69,69,69,69,€0,€70M,Slow,Little,Safe,Organised,Little,Little,Contain,Deep,Narrow,Cover,9,1,25,27.73,24.68,2024-03-06
1790,67,69,66,66,€0,€4.5M,Slow,Little,Safe,Organised,Little,Little,Contain,Deep,Narrow,Cover,9,1,28,26.27,24.57,2024-03-06
97,70,71,70,70,€0,€22M,Slow,Little,Safe,Organised,Little,Little,Contain,Deep,Narrow,Cover,5,1,28,27.73,25.07,2024-03-06
160,73,73,74,72,€0,€66.3M,Slow,Little,Safe,Organised,Little,Little,Contain,Deep,Narrow,Cover,2,1,28,28.27,26.32,2024-03-06
230,73,74,73,73,€0,€120M,Slow,Little,Safe,Organised,Little,Little,Contain,Deep,Narrow,Cover,9,5,27,24.36,22.7,2024-03-06
254,68,72,68,68,€0,€56M,Slow,Little,Safe,Organised,Little,Little,Contain,Deep,Narrow,Cover,8,5,28,24.0,23.61,2024-03-06
269,70,69,70,69,€0,€28.5M,Slow,Little,Safe,Organised,Little,Little,Contain,Deep,Narrow,Cover,8,2,28,26.45,24.32,2024-03-06
322,66,64,67,63,€0,€21M,Slow,Little,Safe,Organised,Little,Little,Contain,Deep,Narrow,Cover,8,4,28,25.64,24.0,2024-03-06
463,73,73,74,73,€0,€13M,Slow,Little,Safe,Organised,Little,Little,Contain,Deep,Narrow,Cover,2,1,32,24.09,23.31,2024-03-06
468,70,68,70,71,€0,€5M,Slow,Little,Safe,Organised,Little,Little,Contain,Deep,Narrow,Cover,9,1,29,28.0,24.83,2024-03-06
607,75,88,77,71,€0,€290.5M,Slow,Little,Safe,Organised,Little,Little,Contain,Deep,Narrow,Cover,8,6,30,29.73,26.7,2024-03-06
687,68,72,69,67,€0,€185M,Slow,Little,Safe,Organised,Little,Little,Contain,Deep,Narrow,Cover,6,2,23,25.55,24.7,2024-03-06
710,68,66,68,66,€0,€29.3M,Slow,Little,Safe,Organised,Little,Little,Contain,Deep,Narrow,Cover,9,1,23,24.82,26.22,2024-03-06
873,69,71,69,69,€0,€14M,Slow,Little,Safe,Organised,Little,Little,Contain,Deep,Narrow,Cover,10,4,28,27.55,25.32,2024-03-06
1337,85,81,85,83,€0,€0,Slow,Little,Safe,Organised,Little,Little,Contain,Deep,Narrow,Cover,10,10,26,27.73,28.04,2024-03-06
1354,84,85,84,83,€0,€0,Slow,Little,Safe,Organised,Little,Little,Contain,Deep,Narrow,Cover,10,8,26,26.91,27.0,2024-03-06
1473,70,73,69,67,€0,€19.5M,Slow,Little,Safe,Organised,Little,Little,Contain,Deep,Narrow,Cover,10,7,28,29.91,28.64,2024-03-06
1738,71,72,71,72,€0,€65M,Slow,Little,Safe,Organised,Little,Little,Contain,Deep,Narrow,Cover,2,1,28,26.73,24.11,2024-03-06
1746,72,72,72,73,€0,€50M,Slow,Little,Safe,Organised,Little,Little,Contain,Deep,Narrow,Cover,2,1,28,26.27,25.18,2024-03-06
1793,65,67,65,65,€0,€7M,Slow,Little,Safe,Organised,Little,Little,Contain,Deep,Narrow,Cover,6,1,28,23.36,22.75,2024-03-06
1797,67,67,68,66,€0,€4.7M,Slow,Little,Safe,Organised,Little,Little,Contain,Deep,Narrow,Cover,1,1,28,26.64,26.11,2024-03-06
1803,62,61,62,61,€0,€2.3M,Slow,Little,Safe,Organised,Little,Little,Contain,Deep,Narrow,Cover,6,1,26,23.55,23.69,2024-03-06
1807,68,68,69,67,€0,€10.5M,Slow,Little,Safe,Organised,Little,Little,Contain,Deep,Narrow,Cover,2,1,30,27.09,26.1,2024-03-06
1819,70,71,70,70,€0,€60M,Slow,Little,Safe,Organised,Little,Little,Contain,Deep,Narrow,Cover,9,1,27,25.91,24.37,2024-03-06
1848,68,68,68,65,€0,€28M,Slow,Little,Safe,Organised,Little,Little,Contain,Deep,Narrow,Cover,8,2,28,25.09,25.32,2024-03-06
1910,70,68,69,70,€0,€27.5M,Slow,Little,Safe,Organised,Little,Little,Contain,Deep,Narrow,Cover,4,1,26,26.18,24.15,2024-03-06
1937,62,65,62,60,€0,€2.3M,Slow,Little,Safe,Organised,Little,Little,Contain,Deep,Narrow,Cover,10,1,28,24.27,26.29,2024-03-06
1938,65,66,66,65,€0,€6.8M,Slow,Little,Safe,Organised,Little,Little,Contain,Deep,Narrow,Cover,8,1,26,22.36,21.88,2024-03-06
8001,67,70,68,65,€0,€11M,Slow,Little,Safe,Organised,Little,Little,Contain,Deep,Narrow,Cover,4,1,28,24.0,23.64,2024-03-06
101047,72,72,72,71,€0,€100M,Slow,Little,Safe,Organised,Little,Little,Contain,Deep,Narrow,Cover,10,6,28,25.18,23.32,2024-03-06
101085,73,73,72,72,€0,€78.1M,Slow,Little,Safe,Organised,Little,Little,Contain,Deep,Narrow,Cover,9,7,28,26.82,25.64,2024-03-06
110081,70,66,69,73,€0,€0,Slow,Little,Safe,Organised,Little,Little,Contain,Deep,Narrow,Cover,10,2,26,27.73,25.88,2024-03-06
110093,72,70,72,70,€0,€182.3M,Slow,Little,Safe,Organised,Little,Little,Contain,Deep,Narrow,Cover,9,8,28,27.18,25.43,2024-03-06
110242,68,69,69,66,€0,€2M,Slow,Little,Safe,Organised,Little,Little,Contain,Deep,Narrow,Cover,1,1,27,28.27,27.59,2024-03-06
112387,74,73,76,71,€0,€250.7M,Slow,Little,Safe,Organised,Little,Little,Contain,Deep,Narrow,Cover,7,5,30,26.55,25.0,2024-03-06
112606,69,72,71,66,€0,€275.5M,Slow,Little,Safe,Organised,Little,Little,Contain,Deep,Narrow,Cover,6,5,28,25.36,24.11,2024-03-06
112809,70,70,70,70,€0,€15M,Slow,Little,Safe,Organised,Little,Little,Contain,Deep,Narrow,Cover,4,1,26,22.82,22.58,2024-03-06
114326,69,69,68,69,€0,€11M,Slow,Little,Safe,Organised,Little,Little,Contain,Deep,Narrow,Cover,9,3,28,25.27,25.61,2024-03-06
12,71,69,70,70,€0,€84M,Slow,Little,Safe,Organised,Little,Little,Contain,Deep,Narrow,Cover,8,1,30,25.36,24.5,2024-03-06
33,65,64,65,65,€0,€5.6M,Slow,Little,Safe,Organised,Little,Little,Contain,Deep,Narrow,Cover,8,1,28,26.0,24.46,2024-03-06
68,71,73,69,71,€0,€70M,Slow,Little,Safe,Organised,Little,Little,Contain,Deep,Narrow,Cover,1,1,27,26.82,24.48,2024-03-06
82,65,65,65,65,€0,€3.8M,Slow,Little,Safe,Organised,Little,Little,Contain,Deep,Narrow,Cover,3,1,24,26.64,25.33,2024-03-06
83,64,63,63,63,€0,€4.1M,Slow,Little,Safe,Organised,Little,Little,Contain,Deep,Narrow,Cover,5,2,27,25.0,24.19,2024-03-06
89,65,65,65,64,€0,€6.5M,Slow,Little,Safe,Organised,Little,Little,Contain,Deep,Narrow,Cover,9,1,28,23.73,24.25,2024-03-06
165,69,68,70,69,€0,€28.6M,Slow,Little,Safe,Organised,Little,Little,Contain,Deep,Narrow,Cover,6,1,29,23.18,23.31,2024-03-06
171,68,67,69,67,€0,€56.4M,Slow,Little,Safe,Organised,Little,Little,Contain,Deep,Narrow,Cover,7,1,30,22.55,24.97,2024-03-06
266,74,74,73,73,€0,€70M,Slow,Little,Safe,Organised,Little,Little,Contain,Deep,Narrow,Cover,10,6,28,25.64,25.39,2024-03-06
267,74,75,74,74,€0,€60M,Slow,Little,Safe,Organised,Little,Little,Contain,Deep,Narrow,Cover,9,4,27,25.64,24.89,2024-03-06
298,66,64,68,66,€0,€20.5M,Slow,Little,Safe,Organised,Little,Little,Contain,Deep,Narrow,Cover,9,3,24,23.09,22.38,2024-03-06
450,76,79,76,74,€0,€110M,Slow,Little,Safe,Organised,Little,Little,Contain,Deep,Narrow,Cover,6,4,33,26.73,24.61,2024-03-06
459,70,70,70,71,€0,€17M,Slow,Little,Safe,Organised,Little,Little,Contain,Deep,Narrow,Cover,7,1,30,26.73,24.33,2024-03-06
480,76,75,77,77,€0,€10M,Slow,Little,Safe,Organised,Little,Little,Contain,Deep,Narrow,Cover,3,1,28,30.27,27.36,2024-03-06
526,65,64,65,65,€0,€4.1M,Slow,Little,Safe,Organised,Little,Little,Contain,Deep,Narrow,Cover,4,1,28,24.82,23.43,2024-03-06
605,78,81,78,75,€0,€330.6M,Slow,Little,Safe,Organised,Little,Little,Contain,Deep,Narrow,Cover,10,7,29,28.82,27.41,2024-03-06
607,75,88,77,71,€0,€290.5M,Slow,Little,Safe,Organised,Little,Little,Contain,Deep,Narrow,Cover,8,6,30,29.73,26.7,2024-03-06
614,67,65,68,67,€0,€50M,Slow,Little,Safe,Organised,Little,Little,Contain,Deep,Narrow,Cover,7,1,25,28.64,26.48,2024-03-06
621,62,61,62,62,€0,€2.8M,Slow,Little,Safe,Organised,Little,Little,Contain,Deep,Narrow,Cover,3,1,22,27.45,26.55,2024-03-06
634,69,68,69,70,€0,€18M,Slow,Little,Safe,Organised,Little,Little,Contain,Deep,Narrow,Cover,3,1,26,27.09,25.0,2024-03-06
693,68,76,68,68,€0,€285.5M,Slow,Little,Safe,Organised,Little,Little,Contain,Deep,Narrow,Cover,4,1,27,24.82,25.59,2024-03-06
982,68,70,70,66,€0,€20.3M,Slow,Little,Safe,Organised,Little,Little,Contain,Deep,Narrow,Cover,7,6,28,27.45,25.39,2024-03-06
1039,74,74,72,76,€0,€77M,Slow,Little,Safe,Organised,Little,Little,Contain,Deep,Narrow,Cover,5,4,20,28.45,28.2,2024-03-06
1353,77,79,75,74,€0,€0,Slow,Little,Safe,Organised,Little,Little,Contain,Deep,Narrow,Cover,10,5,26,26.91,26.5,2024-03-06
1364,78,75,78,77,€0,€0,Slow,Little,Safe,Organised,Little,Little,Contain,Deep,Narrow,Cover,10,5,23,26.09,25.74,2024-03-06
1572,57,58,56,56,€0,€945K,Slow,Little,Safe,Organised,Little,Little,Contain,Deep,Narrow,Cover,3,1,28,23.82,21.93,2024-03-06
1704,67,67,67,65,€0,€6M,Slow,Little,Safe,Organised,Little,Little,Contain,Deep,Narrow,Cover,3,1,28,26.82,24.93,2024-03-06
1806,70,70,70,69,€0,€55M,Slow,Little,Safe,Organised,Little,Little,Contain,Deep,Narrow,Cover,6,1,30,23.45,24.7,2024-03-06
1832,69,69,69,68,€0,€9.9M,Slow,Little,Safe,Organised,Little,Little,Contain,Deep,Narrow,Cover,5,1,27,26.91,24.19,2024-03-06
1900,69,68,70,69,€0,€7.3M,Slow,Little,Safe,Organised,Little,Little,Contain,Deep,Narrow,Cover,4,1,26,25.45,24.73,2024-03-06
1908,73,73,73,73,€0,€69.6M,Slow,Little,Safe,Organised,Little,Little,Contain,Deep,Narrow,Cover,7,2,27,25.0,23.11,2024-03-06
1919,69,69,69,69,€0,€60M,Slow,Little,Safe,Organised,Little,Little,Contain,Deep,Narrow,Cover,6,1,30,23.91,23.5,2024-03-06
1944,63,63,63,64,€0,€3.7M,Slow,Little,Safe,Organised,Little,Little,Contain,Deep,Narrow,Cover,2,1,28,28.73,25.96,2024-03-06
1962,64,65,63,63,€0,€3.2M,Slow,Little,Safe,Organised,Little,Little,Contain,Deep,Narrow,Cover,5,1,27,26.36,24.26,2024-03-06
10031,69,68,69,69,€0,€17.6M,Slow,Little,Safe,Organised,Little,Little,Contain,Deep,Narrow,Cover,3,1,30,23.82,23.03,2024-03-06
10032,68,70,69,63,€0,€28.5M,Slow,Little,Safe,Organised,Little,Little,Contain,Deep,Narrow,Cover,4,2,28,24.55,24.46,2024-03-06
15001,64,64,65,64,€0,€3.6M,Slow,Little,Safe,Organised,Little,Little,Contain,Deep,Narrow,Cover,2,1,27,26.36,23.48,2024-03-06
100081,67,67,68,66,€0,€27M,Slow,Little,Safe,Organised,Little,Little,Contain,Deep,Narrow,Cover,4,2,28,24.18,23.46,2024-03-06
100632,68,66,68,68,€0,€16.1M,Slow,Little,Safe,Organised,Little,Little,Contain,Deep,Narrow,Cover,2,1,25,25.09,23.64,2024-03-06
100761,68,70,68,67,€0,€13M,Slow,Little,Safe,Organised,Little,Little,Contain,Deep,Narrow,Cover,10,4,23,25.91,24.52,2024-03-06
101088,71,72,71,70,€0,€70M,Slow,Little,Safe,Organised,Little,Little,Contain,Deep,Narrow,Cover,8,6,28,25.27,24.21,2024-03-06
101100,70,70,68,70,€0,€47.5M,Slow,Little,Safe,Organised,Little,Little,Contain,Deep,Narrow,Cover,10,7,28,27.64,25.11,2024-03-06
101110,70,71,71,69,€0,€43.2M,Slow,Little,Safe,Organised,Little,Little,Contain,Deep,Narrow,Cover,9,7,30,26.55,25.1,2024-03-06
110178,65,65,66,65,€0,€10.2M,Slow,Little,Safe,Organised,Little,Little,Contain,Deep,Narrow,Cover,9,1,28,25.64,24.75,2024-03-06
110329,70,69,72,70,€0,€34.2M,Slow,Little,Safe,Organised,Little,Little,Contain,Deep,Narrow,Cover,8,1,30,26.18,25.0,2024-03-06
110580,72,71,71,71,€0,€30M,Slow,Little,Safe,Organised,Little,Little,Contain,Deep,Narrow,Cover,7,4,28,28.0,26.11,2024-03-06
110636,70,70,71,70,€0,€54.3M,Slow,Little,Safe,Organised,Little,Little,Contain,Deep,Narrow,Cover,7,1,29,25.09,23.62,2024-03-06
110799,60,62,60,60,€0,€2.4M,Slow,Little,Safe,Organised,Little,Little,Contain,Deep,Narrow,Cover,2,1,28,26.64,26.29,2024-03-06
110890,61,60,61,61,€0,€2.1M,Slow,Little,Safe,Organised,Little,Little,Contain,Deep,Narrow,Cover,1,1,27,24.82,23.96,2024-03-06
110955,68,71,68,68,€0,€13.1M,Slow,Little,Safe,Organised,Little,Little,Contain,Deep,Narrow,Cover,6,3,28,27.45,25.75,2024-03-06
110980,71,69,72,69,€0,€44.2M,Slow,Little,Safe,Organised,Little,Little,Contain,Deep,Narrow,Cover,10,6,30,27.27,26.17,2024-03-06
110989,65,64,65,65,€0,€13M,Slow,Little,Safe,Organised,Little,Little,Contain,Deep,Narrow,Cover,9,3,30,24.27,21.7,2024-03-06
111144,70,74,70,70,€0,€364.5M,Slow,Little,Safe,Organised,Little,Little,Contain,Deep,Narrow,Cover,7,7,28,28.09,24.46,2024-03-06
111239,65,66,65,65,€0,€12.5M,Slow,Little,Safe,Organised,Little,Little,Contain,Deep,Narrow,Cover,9,1,28,25.45,24.11,2024-03-06
111334,69,71,69,68,€0,€22.8M,Slow,Little,Safe,Organised,Little,Little,Contain,Deep,Narrow,Cover,8,4,25,30.27,26.36,2024-03-06
111455,73,77,73,70,€0,€0,Slow,Little,Safe,Organised,Little,Little,Contain,Deep,Narrow,Cover,10,2,23,25.91,25.78,2024-03-06
111473,67,68,67,66,€0,€0,Slow,Little,Safe,Organised,Little,Little,Contain,Deep,Narrow,Cover,10,2,26,25.55,24.23,2024-03-06
111674,71,74,70,70,€0,€75.5M,Slow,Little,Safe,Organised,Little,Little,Contain,Deep,Narrow,Cover,7,4,30,28.55,26.47,2024-03-06
111768,67,64,69,66,€0,€11.9M,Slow,Little,Safe,Organised,Little,Little,Contain,Deep,Narrow,Cover,8,4,28,27.55,27.18,2024-03-06
111817,68,68,68,67,€0,€38M,Slow,Little,Safe,Organised,Little,Little,Contain,Deep,Narrow,Cover,5,1,29,25.64,24.45,2024-03-06
81,67,68,68,66,€0,€8M,Slow,Little,Safe,Organised,Little,Little,Contain,Deep,Narrow,Cover,7,2,25,25.18,24.92,2024-03-06
